app_name,total_volume_mn,total_value_cr,month,year,category
Indusind Bank App,1.03,2252.3,Mar,2022,Bank App
Jammu And Kashmir Bank App,0.01,2.15,Mar,2022,Bank App
Janta Sahakari Bank App,0.01,4.51,Mar,2022,Bank App
Jio Payments Bank App,2.27,129.5,Mar,2022,Bank App
Jupiter,1.32,164.8,Mar,2022,Bank App
Karnataka Bank App,0.3,37.96,Mar,2022,Bank App
Karur Vysya Bank App,0.04,18.29,Mar,2022,Bank App
Kotak Mahindra Bank App,7.92,1587.51,Mar,2022,Bank App
Makemytrip,0.1,47.1,Mar,2022,Bank App
Mi Pay,0.24,36.02,Mar,2022,Bank App
Mobikwik,3.6,739.25,Mar,2022,Payment App
Nsdl Payments Bank App,0.02,2.28,Mar,2022,Bank App
Paytm Payments Bank App,837.14,95650.36,Mar,2022,Payment App
Punjab National Bank App,0.09,46.64,Mar,2022,Bank App
Punjab Sindh Bank App,0.01,3.8,Mar,2022,Bank App
Rbl Bank App,0.46,126.75,Mar,2022,Bank App
Samsung Pay,3.73,473.5,Mar,2022,Bank App
South Indian Bank App,0.13,44.63,Mar,2022,Bank App
Standard Chartered Bank App,0.13,69.84,Mar,2022,Bank App
Sbi Bank App,4.01,2130.56,Mar,2022,Bank App
Superpay,0.1,0.64,Mar,2022,Bank App
Uco Bank App,0.19,40.88,Mar,2022,Bank App
Ultracash,0.03,1.12,Mar,2022,Bank App
Union Bank App,0.41,197.01,Mar,2022,Bank App
Utkarsh Small Finance Bank App,0.01,3.9,Mar,2022,Bank App
Whatsapp,2.54,239.78,Mar,2022,Bank App
Yes Bank App,35.25,8746.74,Mar,2022,Bank App
Yuvapay,0.06,105.39,Mar,2022,Bank App
Others,0.02,8.11,Mar,2022,Bank App
Allahabad Bank App,0.02,6.25,May,2022,Bank App
Amazon Pay,74.83,6954.18,May,2022,Payment App
Au Small Finance Bank App,0.35,107.22,May,2022,Bank App
Axis Bank App,58.66,1425.16,May,2022,Bank App
Bajaj Finserv,0.79,58.53,May,2022,Payment App
Bank Of Baroda App,0.88,406.79,May,2022,Bank App
Bank Of India App,0.12,40.04,May,2022,Bank App
Bank Of Maharashtra App,0.06,16.47,May,2022,Bank App
Bhim,26.57,9559.66,May,2022,Payment App
Canara Bank App,0.33,114.09,May,2022,Bank App
Central Bank Of India App,0.15,55.4,May,2022,Bank App
Citi Bank App,0.13,78.71,May,2022,Bank App
City Union Bank App,0.03,10.06,May,2022,Bank App
Cointab,0.06,23.77,May,2022,Payment App
Cred,13.89,18174.61,May,2022,Payment App
Dbs Digibank App,0.47,186.33,May,2022,Bank App
Deutsche Bank App,1.64,116.55,May,2022,Bank App
Dhanlaxmi Bank App,0.01,3.35,May,2022,Bank App
Fave,0.1,6.12,May,2022,Payment App
Federal Bank App,3.42,474.12,May,2022,Bank App
Fino Payments Bank App,0.04,3.83,May,2022,Bank App
Finserv Markets,0.01,1.01,May,2022,Bank App
Finshell Pay,0.09,4.68,May,2022,Payment App
Goibibo,0.01,2.41,May,2022,Bank App
Google Pay,2079.92,365989.27,May,2022,Payment App
Groww,0.51,335.28,May,2022,Payment App
Hdfc Bank App,6.95,1981.11,May,2022,Bank App
Hsbc Bank App,0.1,63.17,May,2022,Bank App
Icici Bank App,37.59,11056.9,May,2022,Bank App
Idbi Bank App,0.03,18.48,May,2022,Bank App
Idfc Bank App,4.75,626.34,May,2022,Bank App
India Post Payments Bank App,3.1,351.88,May,2022,Bank App
Indian Bank App,0.16,53.13,May,2022,Bank App
Indian Overseas Bank App,0.01,2.35,May,2022,Bank App
Indusind Bank App,1.01,1711.21,May,2022,Bank App
Janta Sahakari Bank App,0.01,4.79,May,2022,Bank App
Jio Payments Bank App,2.08,127.88,May,2022,Bank App
Jupiter,1.79,215.44,May,2022,Bank App
Jupiter Edge (Livquick Ppi),0.1,5.74,May,2022,Bank App
Karnataka Bank App,0.33,40.34,May,2022,Bank App
Karur Vysya Bank App,0.04,17.69,May,2022,Bank App
Kotak Mahindra Bank App,8.5,1885.0,May,2022,Bank App
Makemytrip,0.09,43.26,May,2022,Bank App
Mi Pay,0.2,33.9,May,2022,Bank App
Mobikwik,2.46,397.7,May,2022,Payment App
Nsdl Payments Bank App,0.02,2.39,May,2022,Bank App
Paytm Payments Bank App,887.45,108276.78,May,2022,Payment App
PhonePe,2778.75,511028.81,May,2022,Payment App
Punjab National Bank App,0.09,43.77,May,2022,Bank App
Punjab Sindh Bank App,0.01,6.39,May,2022,Bank App
Rbl Bank App,0.38,125.39,May,2022,Bank App
Samsung Pay,4.11,490.3,May,2022,Bank App
South Indian Bank App,0.14,49.73,May,2022,Bank App
Standard Chartered Bank App,0.13,70.48,May,2022,Bank App
Sbi Bank App,4.18,2195.66,May,2022,Bank App
Tamilnad Mercantile Bank App,0.01,1.13,May,2022,Bank App
Tata Neu,0.22,30.33,May,2022,Bank App
Uco Bank App,0.22,46.39,May,2022,Bank App
Ultracash,0.05,4.4,May,2022,Bank App
Union Bank App,0.45,211.85,May,2022,Bank App
Utkarsh Small Finance Bank App,0.01,4.43,May,2022,Bank App
Whatsapp,3.48,294.98,May,2022,Bank App
Yes Bank App,39.69,11760.16,May,2022,Bank App
Yuvapay,0.04,88.95,May,2022,Bank App
Others,0.03,10.7,May,2022,Bank App
Allahabad Bank App,0.03,8.98,Nov,2022,Bank App
Amazon Pay,59.76,5873.36,Nov,2022,Payment App
Andhra Bank App,0.01,1.53,Nov,2022,Bank App
Au Small Finance Bank App,0.53,160.3,Nov,2022,Bank App
Axis Bank App,77.77,1121.24,Nov,2022,Bank App
Bajaj Finserv,3.9,464.41,Nov,2022,Payment App
Bandhan Bank App,0.01,1.21,Nov,2022,Bank App
Bank Of Baroda App,1.26,455.8,Nov,2022,Bank App
Bank Of India App,0.2,57.87,Nov,2022,Bank App
Bank Of Maharashtra App,0.07,18.29,Nov,2022,Bank App
Bhim,25.01,8144.83,Nov,2022,Payment App
Canara Bank App,0.86,232.51,Nov,2022,Bank App
Central Bank Of India App,0.27,63.31,Nov,2022,Bank App
Citi Bank App,0.13,60.76,Nov,2022,Bank App
City Union Bank App,0.04,12.58,Nov,2022,Bank App
Cointab,0.03,13.87,Nov,2022,Payment App
Cred,25.63,18599.72,Nov,2022,Payment App
Dbs Digibank App,0.41,169.55,Nov,2022,Bank App
Deutsche Bank App,1.3,104.21,Nov,2022,Bank App
Dhanlaxmi Bank App,0.01,2.75,Nov,2022,Bank App
Equitas Small Finance Bank App,0.02,9.82,Nov,2022,Bank App
Fampay Ppi,4.88,64.75,Nov,2022,Bank App
Fave,0.05,2.83,Nov,2022,Payment App
Federal Bank App,4.11,553.97,Nov,2022,Bank App
Fino Payments Bank App,0.1,6.61,Nov,2022,Bank App
Google Pay,2541.14,409714.75,Nov,2022,Payment App
Groww,0.05,36.46,Nov,2022,Payment App
Hdfc Bank App,10.66,2758.45,Nov,2022,Bank App
Hsbc Bank App,0.12,72.58,Nov,2022,Bank App
Icici Bank App,44.07,14750.8,Nov,2022,Bank App
Idbi Bank App,0.06,24.78,Nov,2022,Bank App
Idfc Bank App,10.47,903.37,Nov,2022,Bank App
India Post Payments Bank App,4.66,589.14,Nov,2022,Bank App
Indian Bank App,0.23,67.2,Nov,2022,Bank App
Indian Overseas Bank App,0.01,2.48,Nov,2022,Bank App
Indusind Bank App,1.2,1224.13,Nov,2022,Bank App
Janta Sahakari Bank App,0.01,3.99,Nov,2022,Bank App
Jio Payments Bank App,1.31,96.23,Nov,2022,Bank App
Jupiter,2.16,275.52,Nov,2022,Bank App
Karnataka Bank App,0.4,74.82,Nov,2022,Bank App
Karur Vysya Bank App,0.04,16.23,Nov,2022,Bank App
Kotak Mahindra Bank App,10.93,2304.9,Nov,2022,Bank App
Makemytrip,0.02,7.69,Nov,2022,Bank App
Mobikwik,3.46,762.67,Nov,2022,Payment App
Nsdl Payments Bank App,0.02,2.7,Nov,2022,Bank App
Paytm Payments Bank App,1081.47,128805.91,Nov,2022,Payment App
PhonePe,3418.75,591327.61,Nov,2022,Payment App
Punjab National Bank App,0.16,60.47,Nov,2022,Bank App
Punjab Sindh Bank App,0.03,8.97,Nov,2022,Bank App
Rbl Bank App,1.18,270.81,Nov,2022,Bank App
Samsung Pay,5.07,506.82,Nov,2022,Bank App
Slash,0.01,0.28,Nov,2022,Bank App
Slice,0.51,206.66,Nov,2022,Payment App
South Indian Bank App,0.2,58.1,Nov,2022,Bank App
Standard Chartered Bank App,0.55,92.57,Nov,2022,Bank App
Sbi Bank App,4.07,1876.46,Nov,2022,Bank App
Tamilnad Mercantile Bank App,0.07,10.48,Nov,2022,Bank App
Tata Neu,0.14,17.17,Nov,2022,Bank App
Tjsb Bank App,0.01,2.25,Nov,2022,Bank App
Uco Bank App,0.26,78.38,Nov,2022,Bank App
Ultracash,0.02,0.27,Nov,2022,Bank App
Union Bank App,1.11,313.3,Nov,2022,Bank App
Utkarsh Small Finance Bank App,0.02,7.1,Nov,2022,Bank App
Whatsapp,9.25,769.29,Nov,2022,Bank App
Yes Bank App,43.58,14902.42,Nov,2022,Bank App
Others,0.02,4.07,Nov,2022,Bank App
Allahabad Bank App,0.03,9.33,Oct,2022,Bank App
Amazon Pay,56.42,6060.5,Oct,2022,Payment App
Au Small Finance Bank App,0.54,161.99,Oct,2022,Bank App
Axis Bank App,59.99,1555.84,Oct,2022,Bank App
Bajaj Finserv,4.12,472.71,Oct,2022,Payment App
Bank Of Baroda App,1.23,466.23,Oct,2022,Bank App
Bank Of India App,0.2,59.97,Oct,2022,Bank App
Bank Of Maharashtra App,0.07,20.1,Oct,2022,Bank App
Bhim,25.49,8523.17,Oct,2022,Payment App
Canara Bank App,0.81,219.07,Oct,2022,Bank App
Central Bank Of India App,0.3,71.66,Oct,2022,Bank App
Citi Bank App,0.09,66.83,Oct,2022,Bank App
City Union Bank App,0.04,12.85,Oct,2022,Bank App
Cointab,0.03,11.67,Oct,2022,Payment App
Cred,21.28,20259.7,Oct,2022,Payment App
Dbs Digibank App,0.43,179.26,Oct,2022,Bank App
Deutsche Bank App,1.26,111.93,Oct,2022,Bank App
Dhanlaxmi Bank App,0.01,3.21,Oct,2022,Bank App
Equitas Small Finance Bank App,0.02,8.28,Oct,2022,Bank App
Fampay Ppi,4.06,56.79,Oct,2022,Bank App
Fave,0.04,2.53,Oct,2022,Payment App
Federal Bank App,4.19,574.92,Oct,2022,Bank App
Fino Payments Bank App,0.09,6.46,Oct,2022,Bank App
Goibibo,0.01,1.84,Oct,2022,Bank App
Google Pay,2496.42,420978.38,Oct,2022,Payment App
Hdfc Bank App,11.96,2997.29,Oct,2022,Bank App
Hsbc Bank App,0.14,77.8,Oct,2022,Bank App
Icici Bank App,41.61,14529.52,Oct,2022,Bank App
Idbi Bank App,0.06,25.92,Oct,2022,Bank App
Idfc Bank App,9.98,888.45,Oct,2022,Bank App
India Post Payments Bank App,4.7,630.43,Oct,2022,Bank App
Indian Bank App,0.23,68.97,Oct,2022,Bank App
Indian Overseas Bank App,0.01,4.72,Oct,2022,Bank App
Indusind Bank App,1.15,1516.68,Oct,2022,Bank App
Janta Sahakari Bank App,0.01,4.8,Oct,2022,Bank App
Jio Payments Bank App,1.38,98.87,Oct,2022,Bank App
Jupiter,2.18,280.43,Oct,2022,Bank App
Karnataka Bank App,0.43,76.62,Oct,2022,Bank App
Karur Vysya Bank App,0.04,17.62,Oct,2022,Bank App
Kotak Mahindra Bank App,11.46,2426.65,Oct,2022,Bank App
Makemytrip,0.07,31.85,Oct,2022,Bank App
Mobikwik,3.28,708.12,Oct,2022,Payment App
Nsdl Payments Bank App,0.02,3.13,Oct,2022,Bank App
Paytm Payments Bank App,1109.6,133620.54,Oct,2022,Payment App
PhonePe,3452.87,593759.02,Oct,2022,Payment App
Punjab National Bank App,0.15,62.77,Oct,2022,Bank App
Punjab Sindh Bank App,0.02,8.05,Oct,2022,Bank App
Rbl Bank App,1.08,245.16,Oct,2022,Bank App
Samsung Pay,5.09,554.33,Oct,2022,Bank App
South Indian Bank App,0.19,58.2,Oct,2022,Bank App
Standard Chartered Bank App,0.22,88.92,Oct,2022,Bank App
Sbi Bank App,4.1,1936.72,Oct,2022,Bank App
Tamilnad Mercantile Bank App,0.06,9.81,Oct,2022,Bank App
Tata Neu,0.14,18.3,Oct,2022,Bank App
Tjsb Bank App,0.01,1.86,Oct,2022,Bank App
Uco Bank App,0.28,80.38,Oct,2022,Bank App
Ultracash,0.02,0.24,Oct,2022,Bank App
Union Bank App,0.82,290.75,Oct,2022,Bank App
Utkarsh Small Finance Bank App,0.02,6.31,Oct,2022,Bank App
Whatsapp,8.38,708.56,Oct,2022,Bank App
Yes Bank App,55.94,16070.88,Oct,2022,Bank App
Others,0.02,5.87,Oct,2022,Bank App
Allahabad Bank App,0.03,8.1,Sep,2022,Bank App
Amazon Pay,57.38,6015.31,Sep,2022,Payment App
Au Small Finance Bank App,0.48,148.9,Sep,2022,Bank App
Axis Bank App,57.72,1469.07,Sep,2022,Bank App
Bajaj Finserv,3.29,234.81,Sep,2022,Payment App
Bajaj Markets,0.01,1.38,Sep,2022,Bank App
Bandhan Bank App,0.01,1.88,Sep,2022,Bank App
Bank Of Baroda App,1.11,443.85,Sep,2022,Bank App
Bank Of India App,0.18,54.59,Sep,2022,Bank App
Bank Of Maharashtra App,0.07,17.23,Sep,2022,Bank App
Bhim,25.17,8308.65,Sep,2022,Payment App
Canara Bank App,0.78,207.18,Sep,2022,Bank App
Central Bank Of India App,0.28,68.38,Sep,2022,Bank App
Citi Bank App,0.1,67.0,Sep,2022,Bank App
City Union Bank App,0.04,12.45,Sep,2022,Bank App
Cointab,0.04,19.35,Sep,2022,Payment App
Cred,14.96,19237.92,Sep,2022,Payment App
Dbs Digibank App,0.43,176.91,Sep,2022,Bank App
Deutsche Bank App,1.58,98.43,Sep,2022,Bank App
Dhanlaxmi Bank App,0.01,2.87,Sep,2022,Bank App
Equitas Small Finance Bank App,0.02,8.76,Sep,2022,Bank App
Fave,0.08,4.4,Sep,2022,Payment App
Federal Bank App,3.84,549.95,Sep,2022,Bank App
Fino Payments Bank App,0.08,5.66,Sep,2022,Bank App
Goibibo,0.01,3.58,Sep,2022,Bank App
Google Pay,2296.14,387996.14,Sep,2022,Payment App
Groww,0.11,68.03,Sep,2022,Payment App
Hdfc Bank App,10.98,2686.1,Sep,2022,Bank App
Hsbc Bank App,0.12,70.56,Sep,2022,Bank App
Icici Bank App,34.84,10401.81,Sep,2022,Bank App
Idbi Bank App,0.05,24.18,Sep,2022,Bank App
Idfc Bank App,11.53,824.52,Sep,2022,Bank App
India Post Payments Bank App,5.22,572.75,Sep,2022,Bank App
Indian Bank App,0.21,65.58,Sep,2022,Bank App
Indian Overseas Bank App,0.02,4.79,Sep,2022,Bank App
Indusind Bank App,1.04,1439.51,Sep,2022,Bank App
Janta Sahakari Bank App,0.01,4.42,Sep,2022,Bank App
Jio Payments Bank App,1.4,90.36,Sep,2022,Bank App
Jupiter,2.09,259.71,Sep,2022,Bank App
Karnataka Bank App,0.4,63.84,Sep,2022,Bank App
Karur Vysya Bank App,0.04,16.74,Sep,2022,Bank App
Kotak Mahindra Bank App,10.52,2230.61,Sep,2022,Bank App
Makemytrip,0.1,47.83,Sep,2022,Bank App
Mi Pay,0.03,3.87,Sep,2022,Bank App
Mobikwik,3.04,632.71,Sep,2022,Payment App
Nsdl Payments Bank App,0.02,2.79,Sep,2022,Bank App
Paytm Payments Bank App,1037.2,120805.34,Sep,2022,Payment App
PhonePe,3216.78,549583.77,Sep,2022,Payment App
Punjab National Bank App,0.13,59.01,Sep,2022,Bank App
Punjab Sindh Bank App,0.02,6.88,Sep,2022,Bank App
Rbl Bank App,0.99,200.91,Sep,2022,Bank App
Samsung Pay,4.55,495.89,Sep,2022,Bank App
South Indian Bank App,0.17,56.54,Sep,2022,Bank App
Standard Chartered Bank App,0.14,78.5,Sep,2022,Bank App
Sbi Bank App,3.57,1818.89,Sep,2022,Bank App
Tamilnad Mercantile Bank App,0.06,9.21,Sep,2022,Bank App
Tata Neu,0.13,17.23,Sep,2022,Bank App
Tjsb Bank App,0.01,2.06,Sep,2022,Bank App
Uco Bank App,0.26,75.02,Sep,2022,Bank App
Ultracash,0.01,0.7,Sep,2022,Bank App
Union Bank App,0.55,237.54,Sep,2022,Bank App
Utkarsh Small Finance Bank App,0.02,5.59,Sep,2022,Bank App
Whatsapp,7.43,631.63,Sep,2022,Bank App
Yes Bank App,63.1,16137.8,Sep,2022,Bank App
Others,0.01,4.85,Sep,2022,Bank App
Allahabad Bank App,0.03,8.96,Apr,2023,Bank App
Amazon Pay,53.44,5351.07,Apr,2023,Payment App
Au Small Finance Bank App,0.63,184.93,Apr,2023,Bank App
Axis Bank App,51.74,1869.89,Apr,2023,Bank App
Bajaj Finserv,7.68,1053.08,Apr,2023,Payment App
Bandhan Bank App,0.01,1.44,Apr,2023,Bank App
Bank Of Baroda App,1.06,392.74,Apr,2023,Bank App
Bank Of India App,0.22,66.93,Apr,2023,Bank App
Bank Of Maharashtra App,0.06,19.83,Apr,2023,Bank App
Bhim,23.77,7368.61,Apr,2023,Payment App
Bpaywallet,0.05,9.91,Apr,2023,Bank App
Canara Bank App,1.4,383.46,Apr,2023,Bank App
Central Bank Of India App,0.41,91.27,Apr,2023,Bank App
Citi Bank App,0.1,58.17,Apr,2023,Bank App
City Union Bank App,0.06,18.31,Apr,2023,Bank App
Cointab,0.02,10.61,Apr,2023,Payment App
Cred,45.7,20729.56,Apr,2023,Payment App
Dbs Digibank App,0.41,173.13,Apr,2023,Bank App
Deutsche Bank App,1.65,143.66,Apr,2023,Bank App
Dhani,0.08,9.21,Apr,2023,Bank App
Dhanlaxmi Bank App,0.01,2.8,Apr,2023,Bank App
Equitas Small Finance Bank App,0.02,13.86,Apr,2023,Bank App
Fampay,11.78,146.58,Apr,2023,Bank App
Fave,0.03,3.27,Apr,2023,Payment App
Federal Bank App,5.18,624.64,Apr,2023,Bank App
Fino Payments Bank App,0.08,5.67,Apr,2023,Bank App
Google Pay,3109.24,474049.9,Apr,2023,Payment App
Groww,0.11,80.85,Apr,2023,Payment App
Hdfc Bank App,14.48,3701.81,Apr,2023,Bank App
Hsbc Bank App,0.14,90.13,Apr,2023,Bank App
Icici Bank App,41.98,16704.57,Apr,2023,Bank App
Idbi Bank App,0.07,32.02,Apr,2023,Bank App
Idfc Bank App,12.66,2865.32,Apr,2023,Bank App
India Post Payments Bank App,5.24,746.48,Apr,2023,Bank App
Indian Bank App,0.27,86.37,Apr,2023,Bank App
Indian Overseas Bank App,0.03,7.76,Apr,2023,Bank App
Indusind Bank App,0.8,877.27,Apr,2023,Bank App
Jio Payments Bank App,1.49,112.21,Apr,2023,Bank App
Jupiter,2.72,380.27,Apr,2023,Bank App
Akudo & Muvin (Livquik),0.11,4.25,Apr,2023,Bank App
Karnataka Bank App,0.51,110.35,Apr,2023,Bank App
Karur Vysya Bank App,0.04,14.19,Apr,2023,Bank App
Kotak Mahindra Bank App,13.98,2845.65,Apr,2023,Bank App
Makemytrip,0.02,12.91,Apr,2023,Bank App
Mobikwik,3.48,923.59,Apr,2023,Payment App
Nsdl Payments Bank App,0.02,3.42,Apr,2023,Bank App
Omni,0.26,6.74,Apr,2023,Bank App
Paytm Payments Bank App,1299.25,155711.73,Apr,2023,Payment App
PhonePe,4216.99,710178.44,Apr,2023,Payment App
Pinelabs,0.02,1.31,Apr,2023,Bank App
Punjab National Bank App,1.03,148.28,Apr,2023,Bank App
Punjab Sindh Bank App,0.04,14.04,Apr,2023,Bank App
Rbl Bank App,1.66,492.33,Apr,2023,Bank App
Samsung Pay,5.67,511.04,Apr,2023,Bank App
Slash,0.01,0.32,Apr,2023,Bank App
Slice,0.66,170.62,Apr,2023,Payment App
South Indian Bank App,0.22,63.81,Apr,2023,Bank App
Standard Chartered Bank App,0.16,94.22,Apr,2023,Bank App
Sbi Bank App,4.09,1910.15,Apr,2023,Bank App
Tamilnad Mercantile Bank App,0.06,13.15,Apr,2023,Bank App
Tata Neu,0.15,16.46,Apr,2023,Bank App
Uco Bank App,0.34,111.87,Apr,2023,Bank App
Ultracash,0.03,2.1,Apr,2023,Bank App
Union Bank App,0.74,301.17,Apr,2023,Bank App
Utkarsh Small Finance Bank App,0.02,6.43,Apr,2023,Bank App
Whatsapp,14.83,1319.01,Apr,2023,Bank App
Yes Bank App,35.33,12454.98,Apr,2023,Bank App
Others,0.03,8.54,Apr,2023,Bank App
Google Pay,3767.68,538113.42,Aug,2023,Payment App
Paytm Payments Bank App,1484.82,176804.51,Aug,2023,Payment App
Cred,85.13,31926.2,Aug,2023,Payment App
Axis Bank App,69.43,3037.11,Aug,2023,Bank App
Amazon Pay,54.02,5836.99,Aug,2023,Payment App
Icici Bank App,38.57,20999.12,Aug,2023,Bank App
Yes Bank App,28.94,11254.77,Aug,2023,Bank App
Bhim,24.61,7793.58,Aug,2023,Payment App
Kotak Mahindra Bank App,21.17,3678.04,Aug,2023,Bank App
Fampay,20.27,235.89,Aug,2023,Bank App
Whatsapp,19.7,1677.53,Aug,2023,Bank App
Hdfc Bank App,18.94,4671.76,Aug,2023,Bank App
Bajaj Finserv,13.22,1995.11,Aug,2023,Payment App
Airtel Payments Bank App,10.2,699.27,Aug,2023,Bank App
Samsung Pay,6.0,538.48,Aug,2023,Bank App
Federal Bank App,5.7,700.66,Aug,2023,Bank App
India Post Payments Bank App,5.56,498.37,Aug,2023,Bank App
Sbi Bank App,5.39,2104.81,Aug,2023,Bank App
Groww,4.74,2911.09,Aug,2023,Payment App
Idfc Bank App,4.36,1107.81,Aug,2023,Bank App
Mobikwik,3.96,1203.54,Aug,2023,Payment App
Jupiter,3.94,500.95,Aug,2023,Bank App
Standard Chartered Bank App,3.59,514.44,Aug,2023,Bank App
Deutsche Bank App,2.08,359.86,Aug,2023,Bank App
Canara Bank App,1.64,492.29,Aug,2023,Bank App
Jio Payments Bank App,1.42,113.65,Aug,2023,Bank App
Rbl Bank App,1.38,548.31,Aug,2023,Bank App
Bank Of Baroda App,1.27,466.84,Aug,2023,Bank App
Slice,0.96,306.89,Aug,2023,Payment App
Union Bank App,0.9,324.77,Aug,2023,Bank App
Punjab National Bank App,0.86,179.75,Aug,2023,Bank App
Indusind Bank App,0.85,391.31,Aug,2023,Bank App
Omni,0.77,25.2,Aug,2023,Bank App
Au Small Finance Bank App,0.71,218.16,Aug,2023,Bank App
Kiwi,0.69,69.86,Aug,2023,Bank App
Karnataka Bank App,0.65,127.83,Aug,2023,Bank App
Dbs Digibank App,0.46,174.06,Aug,2023,Bank App
Central Bank Of India App,0.45,96.41,Aug,2023,Bank App
Uco Bank App,0.38,132.77,Aug,2023,Bank App
Indian Bank App,0.33,91.69,Aug,2023,Bank App
Bank Of India App,0.29,85.09,Aug,2023,Bank App
South Indian Bank App,0.28,77.42,Aug,2023,Bank App
Fino Payments Bank App,0.21,15.43,Aug,2023,Bank App
Hsbc Bank App,0.17,98.19,Aug,2023,Bank App
Bpaywallet,0.15,32.07,Aug,2023,Bank App
Fave,0.12,7.54,Aug,2023,Payment App
Tata Neu,0.1,16.09,Aug,2023,Bank App
Tamilnad Mercantile Bank App,0.1,25.45,Aug,2023,Bank App
Ultracash,0.09,6.17,Aug,2023,Bank App
Citi Bank App,0.08,58.11,Aug,2023,Bank App
Indian Overseas Bank App,0.07,19.01,Aug,2023,Bank App
City Union Bank App,0.07,19.79,Aug,2023,Bank App
Idbi Bank App,0.06,31.69,Aug,2023,Bank App
Indie,0.05,12.6,Aug,2023,Bank App
Bank Of Maharashtra App,0.05,8.18,Aug,2023,Bank App
Karur Vysya Bank App,0.05,16.11,Aug,2023,Bank App
Makemytrip,0.04,20.49,Aug,2023,Bank App
Shriram One,0.04,2.33,Aug,2023,Bank App
Equitas Small Finance Bank App,0.03,19.23,Aug,2023,Bank App
Nsdl Payments Bank App,0.03,5.39,Aug,2023,Bank App
Allahabad Bank App,0.03,7.81,Aug,2023,Bank App
Punjab Sindh Bank App,0.03,12.74,Aug,2023,Bank App
Dhani,0.03,4.2,Aug,2023,Bank App
Utkarsh Small Finance Bank App,0.02,6.67,Aug,2023,Bank App
Jammu And Kashmir Bank App,0.01,2.8,Aug,2023,Bank App
Digikhata,0.01,3.81,Aug,2023,Bank App
Zoicici,0.01,1.0,Aug,2023,Bank App
Dhanlaxmi Bank App,0.01,3.02,Aug,2023,Bank App
Goibibo,0.01,2.99,Aug,2023,Bank App
Suryoday,0.01,0.03,Aug,2023,Bank App
Bandhan Bank App,0.01,0.87,Aug,2023,Bank App
Others,0.03,8.46,Aug,2023,Bank App
Google Pay,4375.29,629285.36,Dec,2023,Payment App
Paytm Payments Bank App,1573.61,191555.71,Dec,2023,Payment App
Cred,105.31,37293.27,Dec,2023,Payment App
Axis Bank App,86.9,6100.01,Dec,2023,Bank App
Amazon Pay,54.16,5982.84,Dec,2023,Payment App
Icici Bank App,40.09,20884.56,Dec,2023,Bank App
Fampay,34.23,392.53,Dec,2023,Bank App
Yes Bank App,28.37,12368.87,Dec,2023,Bank App
Kotak Mahindra Bank App,26.36,4738.2,Dec,2023,Bank App
Whatsapp,25.25,2113.01,Dec,2023,Bank App
Bhim,24.3,8431.47,Dec,2023,Payment App
Hdfc Bank App,23.68,6095.54,Dec,2023,Bank App
Bajaj Finserv,18.08,2580.43,Dec,2023,Payment App
Airtel Payments Bank App,12.54,883.36,Dec,2023,Bank App
Groww,6.58,4039.81,Dec,2023,Payment App
Sbi Bank App,6.16,2362.9,Dec,2023,Bank App
Samsung Pay,6.08,557.26,Dec,2023,Bank App
Federal Bank App,5.95,745.41,Dec,2023,Bank App
Idfc Bank App,5.24,1306.5,Dec,2023,Bank App
Mobikwik,4.95,1580.3,Dec,2023,Payment App
India Post Payments Bank App,4.87,454.5,Dec,2023,Bank App
Jupiter,4.86,656.67,Dec,2023,Bank App
Deutsche Bank App,3.71,223.36,Dec,2023,Bank App
Standard Chartered Bank App,3.63,406.63,Dec,2023,Bank App
Canara Bank App,2.55,719.5,Dec,2023,Bank App
Rbl Bank App,2.14,753.23,Dec,2023,Bank App
Slice,1.96,403.07,Dec,2023,Payment App
Jio Payments Bank App,1.35,125.06,Dec,2023,Bank App
Punjab National Bank App,1.26,276.47,Dec,2023,Bank App
Omnicard,1.16,36.26,Dec,2023,Bank App
Bank Of Baroda App,1.05,464.08,Dec,2023,Bank App
Indusind Bank App,1.05,203.58,Dec,2023,Bank App
Union Bank App,1.02,405.74,Dec,2023,Bank App
Slice,0.95,32.65,Dec,2023,Payment App
Dbs Digibank App,0.79,246.94,Dec,2023,Bank App
Gokiwi,0.77,104.27,Dec,2023,Bank App
Karnataka Bank App,0.72,144.89,Dec,2023,Bank App
Navi,0.69,43.86,Dec,2023,Bank App
Au Small Finance Bank App,0.68,252.89,Dec,2023,Bank App
Central Bank Of India App,0.58,136.84,Dec,2023,Bank App
Indian Bank App,0.4,107.06,Dec,2023,Bank App
Shriram One,0.33,19.47,Dec,2023,Bank App
Bajaj Pay Wallet,0.32,72.38,Dec,2023,Bank App
South Indian Bank App,0.3,86.96,Dec,2023,Bank App
Bank Of India App,0.29,103.82,Dec,2023,Bank App
Uco Bank App,0.29,94.81,Dec,2023,Bank App
Mobikwik,0.28,38.53,Dec,2023,Payment App
Fino Payments Bank App,0.27,26.7,Dec,2023,Bank App
Indie - Indus Ind,0.2,35.32,Dec,2023,Bank App
Hsbc Bank App,0.2,123.7,Dec,2023,Bank App
Tamilnad Mercantile Bank App,0.11,31.47,Dec,2023,Bank App
Indian Overseas Bank App,0.11,27.85,Dec,2023,Bank App
Ultracash,0.08,5.06,Dec,2023,Bank App
Tata Neu,0.08,10.49,Dec,2023,Bank App
