app_name,total_volume_mn,total_value_cr,month,year,category
Ultracash,0.08,6.31,Nov,2025,Bank App
Unity Small Finance Bank App,0.08,24.79,Nov,2025,Bank App
City Union Bank App,0.07,29.85,Nov,2025,Bank App
Bank Of Maharashtra App,0.04,10.94,Nov,2025,Bank App
Curie Money,0.04,3.25,Nov,2025,Bank App
Punjab Sindh Bank App,0.03,11.81,Nov,2025,Bank App
Equitas Small Finance Bank App,0.03,10.2,Nov,2025,Bank App
Freo,0.03,1.84,Nov,2025,Bank App
Cheq,0.02,2.44,Nov,2025,Bank App
Lxme,0.02,1.65,Nov,2025,Bank App
Others,2.54,244.75,Nov,2025,Bank App
Samsung Pay,10.47,758.79,Oct,2025,Bank App
Jupiter Money,6.06,991.43,Oct,2025,Payment App
Jio Payments Bank App,5.68,417.41,Oct,2025,Bank App
Nsdl Payments Bank App,3.47,368.39,Oct,2025,Bank App
Flipkart Upi,3.31,208.86,Oct,2025,Bank App
Kiwi,2.92,403.52,Oct,2025,Bank App
Bank Of Baroda App,2.77,723.28,Oct,2025,Bank App
Fi Money,2.7,405.88,Oct,2025,Bank App
Jammu And Kashmir Bank App,2.66,419.17,Oct,2025,Bank App
Suryoday Bank App,2.3,14.34,Oct,2025,Bank App
Timepay,1.94,38.42,Oct,2025,Bank App
Omnicard,1.92,128.78,Oct,2025,Bank App
Bharat Pe,1.77,137.63,Oct,2025,Bank App
Indusind Bank App,1.58,224.25,Oct,2025,Bank App
Hsbc Bank App,1.5,170.25,Oct,2025,Bank App
Indian Bank App,1.49,448.46,Oct,2025,Bank App
Shriram One,1.43,121.39,Oct,2025,Bank App
Money View,1.38,105.13,Oct,2025,Bank App
Digikhata,1.14,409.7,Oct,2025,Bank App
Esaf Small Finance Bank App,0.97,98.21,Oct,2025,Bank App
Fino Payments Bank App,0.91,82.72,Oct,2025,Bank App
South Indian Bank App,0.87,259.65,Oct,2025,Bank App
One Card,0.73,904.13,Oct,2025,Bank App
Union Bank App,0.73,225.05,Oct,2025,Bank App
Au Small Finance Bank App,0.71,246.67,Oct,2025,Bank App
Kreditpe,0.63,56.41,Oct,2025,Bank App
Dbs Digibank App,0.61,217.83,Oct,2025,Bank App
Uco Bank App,0.59,161.03,Oct,2025,Bank App
Tata Pay,0.5,167.09,Oct,2025,Bank App
Kreditbee,0.5,13.9,Oct,2025,Bank App
Salary Se,0.48,24.33,Oct,2025,Bank App
Jar,0.46,10.67,Oct,2025,Bank App
Aditya Birla Capital Digital,0.42,21.45,Oct,2025,Bank App
Central Bank Of India App,0.4,115.39,Oct,2025,Bank App
Bank Of India App,0.33,107.21,Oct,2025,Bank App
Spice Money,0.33,31.47,Oct,2025,Bank App
Standard Chartered Bank App,0.29,120.33,Oct,2025,Bank App
RapiPay,0.26,27.54,Oct,2025,Bank App
Karnataka Bank App,0.26,62.55,Oct,2025,Bank App
Dhani,0.24,10.84,Oct,2025,Bank App
Indian Overseas Bank App,0.21,59.47,Oct,2025,Bank App
Idbi Bank App,0.17,75.41,Oct,2025,Bank App
True Balance,0.15,5.04,Oct,2025,Bank App
Obopay,0.14,21.43,Oct,2025,Bank App
Karur Vysya Bank App,0.12,44.87,Oct,2025,Bank App
Twidpay,0.1,10.9,Oct,2025,Bank App
Tamilnad Mercantile Bank App,0.1,35.99,Oct,2025,Bank App
Ultracash,0.09,6.99,Oct,2025,Bank App
Unity Small Finance Bank App,0.08,25.74,Oct,2025,Bank App
City Union Bank App,0.08,32.76,Oct,2025,Bank App
Payworld,0.07,5.97,Oct,2025,Bank App
Punjab Sindh Bank App,0.04,14.19,Oct,2025,Bank App
Freo,0.03,2.1,Oct,2025,Bank App
Bank Of Maharashtra App,0.03,9.46,Oct,2025,Bank App
Equitas Small Finance Bank App,0.02,7.76,Oct,2025,Bank App
Utkarsh Small Finance Bank App,0.02,5.64,Oct,2025,Bank App
Others,2.44,234.4,Oct,2025,Bank App
Samsung Pay,9.9,676.36,Sep,2025,Bank App
Jupiter Money,6.06,958.38,Sep,2025,Payment App
Jio Payments Bank App,5.0,344.89,Sep,2025,Bank App
Deutsche Bank App,4.63,765.38,Sep,2025,Bank App
Punjab National Bank App,3.88,983.32,Sep,2025,Bank App
Flipkart Upi,3.58,263.48,Sep,2025,Bank App
Timepay,2.98,41.89,Sep,2025,Bank App
Fi Money,2.66,382.26,Sep,2025,Bank App
Ind Money,2.61,870.13,Sep,2025,Bank App
Bank Of Baroda App,2.59,611.74,Sep,2025,Bank App
Kiwi,2.5,306.62,Sep,2025,Bank App
Jammu And Kashmir Bank App,2.38,348.51,Sep,2025,Bank App
Nsdl Payments Bank App,2.05,216.31,Sep,2025,Bank App
Omnicard,1.86,118.22,Sep,2025,Bank App
Shriram One,1.81,136.08,Sep,2025,Bank App
Suryoday Bank App,1.68,13.47,Sep,2025,Bank App
Indusind Bank App,1.67,222.41,Sep,2025,Bank App
Indian Bank App,1.38,316.14,Sep,2025,Bank App
Hsbc Bank App,1.22,145.89,Sep,2025,Bank App
Money View,1.09,87.15,Sep,2025,Bank App
Digikhata,1.05,352.31,Sep,2025,Bank App
South Indian Bank App,0.86,248.26,Sep,2025,Bank App
Fino Payments Bank App,0.78,69.88,Sep,2025,Bank App
Union Bank App,0.73,232.38,Sep,2025,Bank App
Dbs Digibank App,0.73,250.9,Sep,2025,Bank App
One Card,0.71,827.92,Sep,2025,Bank App
Au Small Finance Bank App,0.69,221.41,Sep,2025,Bank App
Esaf Small Finance Bank App,0.67,65.43,Sep,2025,Bank App
Kreditpe,0.67,54.86,Sep,2025,Bank App
Aditya Birla Capital Digital,0.56,25.14,Sep,2025,Bank App
Central Bank Of India App,0.55,137.29,Sep,2025,Bank App
Uco Bank App,0.54,140.39,Sep,2025,Bank App
Tata Pay,0.5,159.6,Sep,2025,Bank App
Salary Se,0.49,22.88,Sep,2025,Bank App
Bank Of India App,0.32,101.51,Sep,2025,Bank App
Spice Money,0.3,28.07,Sep,2025,Bank App
Karnataka Bank App,0.27,62.58,Sep,2025,Bank App
Standard Chartered Bank App,0.25,113.63,Sep,2025,Bank App
Indian Overseas Bank App,0.24,62.77,Sep,2025,Bank App
RapiPay,0.23,24.83,Sep,2025,Bank App
Dhani,0.23,10.7,Sep,2025,Bank App
Idbi Bank App,0.17,69.18,Sep,2025,Bank App
Jar,0.14,3.13,Sep,2025,Bank App
True Balance,0.13,4.49,Sep,2025,Bank App
Obopay,0.13,19.72,Sep,2025,Bank App
Karur Vysya Bank App,0.11,40.62,Sep,2025,Bank App
Tamilnad Mercantile Bank App,0.1,36.17,Sep,2025,Bank App
Ultracash,0.09,6.96,Sep,2025,Bank App
City Union Bank App,0.08,31.81,Sep,2025,Bank App
Unity Small Finance Bank App,0.07,21.92,Sep,2025,Bank App
Niyo Global,0.05,13.16,Sep,2025,Bank App
Kreditbee,0.05,2.18,Sep,2025,Bank App
Payworld,0.05,4.05,Sep,2025,Bank App
Utkarsh Small Finance Bank App,0.03,5.49,Sep,2025,Bank App
Freo,0.03,1.96,Sep,2025,Bank App
Punjab Sindh Bank App,0.02,7.21,Sep,2025,Bank App
Equitas Small Finance Bank App,0.02,7.23,Sep,2025,Bank App
Others,2.32,227.21,Sep,2025,Bank App
Bharat Pe,2.72,224.48,Feb,2026,Bank App
Samsung Pay,10.29,679.66,Feb,2026,Bank App
Pop Upi,8.48,662.57,Feb,2026,Bank App
Jio Payments Bank App,6.64,449.17,Feb,2026,Bank App
Jupiter Money,5.35,897.61,Feb,2026,Payment App
Deutsche Bank App,4.85,791.38,Feb,2026,Bank App
Canara Bank App,3.61,972.59,Feb,2026,Bank App
Money View,2.83,157.81,Feb,2026,Bank App
Kiwi,2.65,434.15,Feb,2026,Bank App
Jammu And Kashmir Bank App,2.65,394.59,Feb,2026,Bank App
Kreditbee,2.44,142.33,Feb,2026,Bank App
Flipkart Upi,2.39,115.59,Feb,2026,Bank App
Suryoday Bank App,2.37,13.3,Feb,2026,Bank App
Punjab National Bank App,1.96,536.12,Feb,2026,Bank App
Fi Money,1.92,299.83,Feb,2026,Bank App
Aditya Birla Capital Digital,1.87,25.79,Feb,2026,Bank App
Timepay,1.23,21.55,Feb,2026,Bank App
Omnicard,1.77,92.21,Feb,2026,Bank App
Indian Bank App,1.45,455.61,Feb,2026,Bank App
Bank Of Baroda App,1.44,425.74,Feb,2026,Bank App
Digikhata,1.31,472.46,Feb,2026,Bank App
Hsbc Bank App,1.25,148.32,Feb,2026,Bank App
Indusind Bank App,1.17,197.23,Feb,2026,Bank App
Nsdl Payments Bank App,0.96,277.82,Feb,2026,Bank App
Au Small Finance Bank App,0.85,277.08,Feb,2026,Bank App
Union Bank App,0.84,241.03,Feb,2026,Bank App
South Indian Bank App,0.84,266.22,Feb,2026,Bank App
Freo,0.77,72.69,Feb,2026,Bank App
Shriram One,0.71,82.45,Feb,2026,Bank App
Kreditpe,0.67,58.61,Feb,2026,Bank App
Jar,0.63,19.07,Feb,2026,Bank App
Uco Bank App,0.57,161.22,Feb,2026,Bank App
One Card,0.57,684.4,Feb,2026,Bank App
Dbs Digibank App,0.55,205.24,Feb,2026,Bank App
Fino Payments Bank App,0.52,51.55,Feb,2026,Bank App
Salary Se,0.48,38.44,Feb,2026,Bank App
Central Bank Of India App,0.47,165.55,Feb,2026,Bank App
RapiPay,0.47,33.53,Feb,2026,Bank App
Standard Chartered Bank App,0.46,109.71,Feb,2026,Bank App
Spice Money,0.39,35.08,Feb,2026,Bank App
Esaf Small Finance Bank App,0.35,38.36,Feb,2026,Bank App
Tata Pay,0.29,101.76,Feb,2026,Bank App
Bank Of India App,0.26,89.73,Feb,2026,Bank App
Karnataka Bank App,0.26,63.38,Feb,2026,Bank App
Idbi Bank App,0.19,94.62,Feb,2026,Bank App
Obopay,0.19,30.31,Feb,2026,Bank App
Saathi By Paynearby,0.19,23.54,Feb,2026,Bank App
True Balance,0.19,6.55,Feb,2026,Bank App
Dhani,0.19,8.16,Feb,2026,Bank App
Twidpay,0.14,14.73,Feb,2026,Bank App
Karur Vysya Bank App,0.13,46.09,Feb,2026,Bank App
Indian Overseas Bank App,0.12,37.83,Feb,2026,Bank App
Payworld,0.12,10.68,Feb,2026,Bank App
Tamilnad Mercantile Bank App,0.1,39.0,Feb,2026,Bank App
City Union Bank App,0.08,28.59,Feb,2026,Bank App
Cheq,0.08,7.5,Feb,2026,Bank App
Bank Of Maharashtra App,0.06,22.32,Feb,2026,Bank App
Equitas Small Finance Bank App,0.06,16.45,Feb,2026,Bank App
Lxme,0.05,3.78,Feb,2026,Bank App
Curie Money,0.05,2.96,Feb,2026,Bank App
Ultracash,0.05,3.72,Feb,2026,Bank App
Unity Small Finance Bank App,0.05,11.21,Feb,2026,Bank App
Fave,0.04,8.37,Feb,2026,Payment App
Zet,0.03,2.01,Feb,2026,Bank App
Punjab Sindh Bank App,0.03,12.71,Feb,2026,Bank App
Others,3.04,246.36,Feb,2026,Bank App
Samsung Pay,11.21,752.03,Jan,2026,Bank App
Pop Upi,8.5,686.09,Jan,2026,Bank App
Jio Payments Bank App,6.57,456.14,Jan,2026,Bank App
Jupiter Money,5.93,982.03,Jan,2026,Payment App
Deutsche Bank App,5.29,853.4,Jan,2026,Bank App
Flipkart Upi,3.09,163.55,Jan,2026,Bank App
Kiwi,3.04,474.14,Jan,2026,Bank App
Suryoday Bank App,3.0,6.05,Jan,2026,Bank App
Nsdl Payments Bank App,2.94,383.15,Jan,2026,Bank App
Money View,2.61,143.19,Jan,2026,Bank App
Fi Money,2.5,373.44,Jan,2026,Bank App
Bharat Pe,2.48,218.56,Jan,2026,Bank App
Jammu And Kashmir Bank App,2.46,371.79,Jan,2026,Bank App
Kreditbee,2.21,120.02,Jan,2026,Bank App
Shriram One,1.98,148.12,Jan,2026,Bank App
Omnicard,1.94,121.46,Jan,2026,Bank App
Punjab National Bank App,1.85,479.04,Jan,2026,Bank App
Aditya Birla Capital Digital,1.58,26.15,Jan,2026,Bank App
Bank Of Baroda App,1.57,438.51,Jan,2026,Bank App
Timepay,1.51,27.49,Jan,2026,Bank App
Indian Bank App,1.49,449.01,Jan,2026,Bank App
Indusind Bank App,1.37,233.81,Jan,2026,Bank App
Digikhata,1.35,465.91,Jan,2026,Bank App
Hsbc Bank App,1.26,154.21,Jan,2026,Bank App
Union Bank App,0.99,286.52,Jan,2026,Bank App
South Indian Bank App,0.92,289.61,Jan,2026,Bank App
Esaf Small Finance Bank App,0.9,102.33,Jan,2026,Bank App
Au Small Finance Bank App,0.86,282.32,Jan,2026,Bank App
Kreditpe,0.66,60.31,Jan,2026,Bank App
Uco Bank App,0.61,170.83,Jan,2026,Bank App
One Card,0.61,734.23,Jan,2026,Bank App
Dbs Digibank App,0.6,232.75,Jan,2026,Bank App
Jar,0.53,15.68,Jan,2026,Bank App
RapiPay,0.5,40.91,Jan,2026,Bank App
Central Bank Of India App,0.48,165.59,Jan,2026,Bank App
Fino Payments Bank App,0.46,46.59,Jan,2026,Bank App
Standard Chartered Bank App,0.46,124.07,Jan,2026,Bank App
Salary Se,0.46,33.35,Jan,2026,Bank App
Freo,0.4,38.48,Jan,2026,Bank App
Spice Money,0.39,35.36,Jan,2026,Bank App
Oxymoney,0.37,1.71,Jan,2026,Bank App
Tata Pay,0.35,127.17,Jan,2026,Bank App
Bank Of India App,0.34,110.33,Jan,2026,Bank App
Karnataka Bank App,0.29,69.24,Jan,2026,Bank App
Dhani,0.21,9.1,Jan,2026,Bank App
True Balance,0.21,7.27,Jan,2026,Bank App
Idbi Bank App,0.2,97.89,Jan,2026,Bank App
Obopay,0.18,28.32,Jan,2026,Bank App
Indian Overseas Bank App,0.18,51.36,Jan,2026,Bank App
Saathi By Paynearby,0.17,19.74,Jan,2026,Bank App
Karur Vysya Bank App,0.14,49.25,Jan,2026,Bank App
Payworld,0.11,10.57,Jan,2026,Bank App
Tamilnad Mercantile Bank App,0.11,41.01,Jan,2026,Bank App
Twidpay,0.1,12.15,Jan,2026,Bank App
Bank Of Maharashtra App,0.07,25.7,Jan,2026,Bank App
Cheq,0.07,6.43,Jan,2026,Bank App
City Union Bank App,0.07,28.62,Jan,2026,Bank App
Equitas Small Finance Bank App,0.06,14.87,Jan,2026,Bank App
Curie Money,0.05,3.14,Jan,2026,Bank App
Unity Small Finance Bank App,0.05,15.24,Jan,2026,Bank App
Ultracash,0.05,3.61,Jan,2026,Bank App
Lxme,0.04,3.33,Jan,2026,Bank App
Fave,0.04,7.47,Jan,2026,Payment App
Punjab Sindh Bank App,0.03,15.58,Jan,2026,Bank App
Others,2.98,260.65,Jan,2026,Bank App
